auc,prauc,AP,auc_01,f1,accuracy,precision,recall,evalset,encoding,weight,cols,flip
0.5393147684605757,0.2217202330644285,0.22399738744825407,0.494969040247678,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Mask,blsm_mut_score,False
0.5118575406623338,0.20822703290943737,0.20925972563548934,0.5047152631404125,0.0067226890756302525,0.8051434223541049,0.6666666666666666,0.0033783783783783786,cedar_related,onehot,Mask,blsm_mut_score,False
0.48836268362420776,0.017427549782028463,0.017508215159228586,0.49508560218586967,0.0,0.9813735195981373,0.0,0.0,prime_related,onehot,Mask,blsm_mut_score,False
0.5532462453066332,0.23905712758657116,0.24149001759328784,0.5012268625255253,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,KL,blsm_mut_score,False
0.5111551535148422,0.20519719554211532,0.20651223194182788,0.5037300636413381,0.026101141924959218,0.8031651829871415,0.38095238095238093,0.013513513513513514,cedar_related,onehot,KL,blsm_mut_score,False
0.48833322430678683,0.01750399887048998,0.01759521316962353,0.4959565581037647,0.0,0.979540204597954,0.0,0.0,prime_related,onehot,KL,blsm_mut_score,False
0.5120463078848561,0.2295933071163579,0.23325455510454055,0.506620117251828,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,None,blsm_mut_score,False
0.5116963030215795,0.2055846422180326,0.20674922068325666,0.5053817751859969,0.029126213592233014,0.8021760633036598,0.34615384615384615,0.015202702702702704,cedar_related,onehot,None,blsm_mut_score,False
0.48273942414196225,0.01781667636153258,0.017918816898857576,0.5027369808178069,0.0,0.979540204597954,0.0,0.0,prime_related,onehot,None,blsm_mut_score,False
0.5426705256570713,0.2277570679196817,0.23012962737365228,0.4984273104538568,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Shannon,blsm_mut_score,False
0.5109745396769158,0.20562620605204365,0.20694378402830726,0.5043568763355736,0.02605863192182411,0.8028354764259809,0.36363636363636365,0.013513513513513514,cedar_related,onehot,Shannon,blsm_mut_score,False
0.48759969468629216,0.017480298670786203,0.017571688544000038,0.49617044028696616,0.0,0.979540204597954,0.0,0.0,prime_related,onehot,Shannon,blsm_mut_score,False
0.5551548811013767,0.2650167339399424,0.26625968854935883,0.5043969435478559,0.09137055837563451,0.793778801843318,1.0,0.047872340425531915,ibel_neoepi,BL62LO,Mask,blsm_mut_score,False
0.5201623171717396,0.203349052073315,0.20424758224008666,0.502045572815749,0.02773497688751926,0.7919551599076822,0.15789473684210525,0.015202702702702704,cedar_related,BL62LO,Mask,blsm_mut_score,False
0.4804620490897071,0.018642695823491394,0.01883423980434697,0.5084070347995094,0.033362598770851626,0.9596304036959631,0.030015797788309637,0.037549407114624504,prime_related,BL62LO,Mask,blsm_mut_score,False
0.5593710888610763,0.26657689577740395,0.2678277635528844,0.5048086423819248,0.09137055837563451,0.793778801843318,1.0,0.047872340425531915,ibel_neoepi,BL62LO,KL,blsm_mut_score,False
0.5199602511155154,0.20333571048019022,0.20426368654941535,0.501851082415562,0.033690658499234305,0.7919551599076822,0.18032786885245902,0.018581081081081082,cedar_related,BL62LO,KL,blsm_mut_score,False
0.4797370840827986,0.01865120648990281,0.01884781325616071,0.5081416250409219,0.031943212067435674,0.9599970666959997,0.028985507246376812,0.03557312252964427,prime_related,BL62LO,KL,blsm_mut_score,False
0.5784339799749687,0.25933670456284197,0.2627630601490427,0.5151011132336473,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,None,blsm_mut_score,False
0.5195443548833554,0.20558425786100282,0.20695497938285415,0.503884126261711,0.06528189910979229,0.7922848664688428,0.2682926829268293,0.037162162162162164,cedar_related,BL62LO,None,blsm_mut_score,False
0.4625730816262311,0.01763677266981778,0.017882744950406117,0.5025673595006424,0.029234737747205503,0.9586037472958604,0.0258751902587519,0.03359683794466403,prime_related,BL62LO,None,blsm_mut_score,False
0.5551548811013767,0.2650167339399424,0.26625968854935883,0.5043969435478559,0.09137055837563451,0.793778801843318,1.0,0.047872340425531915,ibel_neoepi,BL62LO,Shannon,blsm_mut_score,False
0.5201623171717396,0.203349052073315,0.20424758224008666,0.502045572815749,0.02773497688751926,0.7919551599076822,0.15789473684210525,0.015202702702702704,cedar_related,BL62LO,Shannon,blsm_mut_score,False
0.48046212292258283,0.01864269798960741,0.018834241974609613,0.5084070347995094,0.033362598770851626,0.9596304036959631,0.030015797788309637,0.037549407114624504,prime_related,BL62LO,Shannon,blsm_mut_score,False
0.493624843554443,0.2352917941435559,0.23723133668029978,0.5055085303998419,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Mask,blsm_mut_score,False
0.5245039693523922,0.20481575639317245,0.20581785202407976,0.5019221041909112,0.015873015873015876,0.7955819320804484,0.13157894736842105,0.008445945945945946,cedar_related,BL62FREQ,Mask,blsm_mut_score,False
0.47522102240517683,0.0183904349272578,0.018760797045863552,0.5030881921498881,0.020460358056265983,0.9719136141971914,0.028985507246376812,0.015810276679841896,prime_related,BL62FREQ,Mask,blsm_mut_score,False
0.4794665206508135,0.2343148431142404,0.23595424311582525,0.5057967195836901,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,KL,blsm_mut_score,False
0.5261121937176833,0.20528605780238435,0.20628019033908496,0.5021260641611447,0.022187004754358162,0.7965710517639301,0.1794871794871795,0.011824324324324325,cedar_related,BL62FREQ,KL,blsm_mut_score,False
0.4752523275444913,0.018328889907222097,0.0185991304086278,0.5030567548885855,0.020486555697823303,0.971950280497195,0.02909090909090909,0.015810276679841896,prime_related,BL62FREQ,KL,blsm_mut_score,False
0.539752816020025,0.2804469001812806,0.28195131000536544,0.5269992095382385,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,None,blsm_mut_score,False
0.5241164454089484,0.20781973309892954,0.20886650957849362,0.5077112894174496,0.028081123244929795,0.7945928123969667,0.1836734693877551,0.015202702702702704,cedar_related,BL62FREQ,None,blsm_mut_score,False
0.46006224702088033,0.017208119502084417,0.017410635836833943,0.5016226872852304,0.01866977829638273,0.9691636416969164,0.022792022792022793,0.015810276679841896,prime_related,BL62FREQ,None,blsm_mut_score,False
0.4940003128911139,0.23532218219329518,0.23726013990494127,0.505467360516435,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Shannon,blsm_mut_score,False
0.5245489498101132,0.20483415395095658,0.20583621722887885,0.5019075356216088,0.01901743264659271,0.795911638641609,0.15384615384615385,0.010135135135135136,cedar_related,BL62FREQ,Shannon,blsm_mut_score,False
0.4751169918832567,0.018445983450739785,0.01886681785662649,0.5030913009025509,0.02035623409669211,0.9717669489971767,0.02857142857142857,0.015810276679841896,prime_related,BL62FREQ,Shannon,blsm_mut_score,False
0.5261968085106383,0.21584063864258204,0.21797932475853543,0.49402213292931957,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Mask,mutation_score,False
0.5115655136906673,0.20885761068849362,0.20988651172927414,0.504752048777901,0.0033670033670033673,0.8048137157929443,0.5,0.0016891891891891893,cedar_related,onehot,Mask,mutation_score,False
0.4833694400706669,0.017347758581061575,0.01743046696040008,0.49675628472627303,0.0,0.9813735195981373,0.0,0.0,prime_related,onehot,Mask,mutation_score,False
0.5336983729662077,0.22776025423347346,0.23011897646367047,0.5030795072788354,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,KL,mutation_score,False
0.5092279139032518,0.20589117812082947,0.20735130501011376,0.504438460323667,0.026101141924959218,0.8031651829871415,0.38095238095238093,0.013513513513513514,cedar_related,onehot,KL,mutation_score,False
0.48149401119394997,0.017342548216378945,0.01743387072916098,0.498208732829747,0.0,0.979430205697943,0.0,0.0,prime_related,onehot,KL,mutation_score,False
0.5077753441802253,0.225958016501754,0.22932596857755408,0.5018032408932218,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,None,mutation_score,False
0.5093234108750291,0.20622171257089433,0.20737135412095192,0.5065782189399559,0.029032258064516134,0.8015166501813387,0.32142857142857145,0.015202702702702704,cedar_related,onehot,None,mutation_score,False
0.47731241244343847,0.017564530975451433,0.017670963009906115,0.5030674023664555,0.0,0.9796135371979614,0.0,0.0,prime_related,onehot,None,mutation_score,False
0.5241551939924907,0.21857492977258133,0.2208818692984813,0.5007739938080495,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Shannon,mutation_score,False
0.5081317747489398,0.20565300441717482,0.20711636944659687,0.5040844440896188,0.029315960912052123,0.8034948895483021,0.4090909090909091,0.015202702702702704,cedar_related,onehot,Shannon,mutation_score,False
0.4820457642743683,0.017347315254303254,0.017437138467370883,0.4979745271760124,0.0,0.979320206797932,0.0,0.0,prime_related,onehot,Shannon,mutation_score,False
0.5450015644555695,0.2610535340980775,0.26227424024400803,0.5029971675120216,0.10101010101010102,0.7949308755760369,1.0,0.05319148936170213,ibel_neoepi,BL62LO,Mask,mutation_score,False
0.519363049038387,0.20358353575035412,0.20445657305144704,0.50276708121045,0.02773497688751926,0.7919551599076822,0.15789473684210525,0.015202702702702704,cedar_related,BL62LO,Mask,mutation_score,False
0.4783736861993508,0.01853847405434197,0.018728213026986188,0.5081496300790286,0.03342128408091469,0.9597037362959704,0.030110935023771792,0.037549407114624504,prime_related,BL62LO,Mask,mutation_score,False
0.5473873591989988,0.26226506197138777,0.2634967673273232,0.5034500362294974,0.10101010101010102,0.7949308755760369,1.0,0.05319148936170213,ibel_neoepi,BL62LO,KL,mutation_score,False
0.5196772202353931,0.20382163633538186,0.20476355524935083,0.5028133364179851,0.027692307692307693,0.7916254533465216,0.15517241379310345,0.015202702702702704,cedar_related,BL62LO,KL,mutation_score,False
0.4780361961243351,0.01854300922983163,0.018735571430329126,0.5078783914091983,0.03197158081705151,0.9600337329960034,0.02903225806451613,0.03557312252964427,prime_related,BL62LO,KL,mutation_score,False
0.5775187734668334,0.2624743476616661,0.2660580034186873,0.5190945919241157,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,None,mutation_score,False
0.5188315876302357,0.20510134856972478,0.20631243995810916,0.5039678955351997,0.05397301349325337,0.7919551599076822,0.24,0.030405405405405407,cedar_related,BL62LO,None,mutation_score,False
0.4615869697378239,0.017547371356128237,0.01780721614109451,0.502711916499463,0.028262676641729014,0.9571370952957137,0.024390243902439025,0.03359683794466403,prime_related,BL62LO,None,mutation_score,False
0.5450015644555695,0.2610535340980775,0.26227424024400803,0.5029971675120216,0.10101010101010102,0.7949308755760369,1.0,0.05319148936170213,ibel_neoepi,BL62LO,Shannon,mutation_score,False
0.519363049038387,0.20358353575035412,0.20445657305144704,0.50276708121045,0.02773497688751926,0.7919551599076822,0.15789473684210525,0.015202702702702704,cedar_related,BL62LO,Shannon,mutation_score,False
0.47837376003222654,0.018538476606496438,0.01872821558355128,0.5081496300790286,0.03342128408091469,0.9597037362959704,0.030110935023771792,0.037549407114624504,prime_related,BL62LO,Shannon,mutation_score,False
0.4889236545682103,0.23162420058143912,0.23401048473785763,0.505467360516435,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Mask,mutation_score,False
0.5237150813246676,0.20515791546178636,0.20615380697139377,0.5019825637535161,0.019047619047619046,0.7962413452027696,0.15789473684210525,0.010135135135135136,cedar_related,BL62FREQ,Mask,mutation_score,False
0.4716091181238889,0.01817232042251797,0.01846024132502618,0.5027691952672754,0.020486555697823303,0.971950280497195,0.02909090909090909,0.015810276679841896,prime_related,BL62FREQ,Mask,mutation_score,False
0.47487484355444304,0.23573949898986585,0.2371108592258055,0.5051791713325868,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,KL,mutation_score,False
0.5255191436828062,0.20582826484217315,0.2069304324234381,0.5021938080084009,0.022187004754358162,0.7965710517639301,0.1794871794871795,0.011824324324324325,cedar_related,BL62FREQ,KL,mutation_score,False
0.4710861598650099,0.01802085026084768,0.018259224194925667,0.5024488771647809,0.022756005056890013,0.9716569500971657,0.031578947368421054,0.017786561264822136,prime_related,BL62FREQ,KL,mutation_score,False
0.5396433041301627,0.27846819489022234,0.27995115042701213,0.5248995454844871,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,None,mutation_score,False
0.5240078003033759,0.20785335927059778,0.20891987633780268,0.5080358042986604,0.024960998439937595,0.7939333992746456,0.16326530612244897,0.013513513513513514,cedar_related,BL62FREQ,None,mutation_score,False
0.4590616638888278,0.017136509121334388,0.01733802697048129,0.5014217841443962,0.013921113689095127,0.9688336449968834,0.016853932584269662,0.011857707509881422,prime_related,BL62FREQ,None,mutation_score,False
0.48937734668335414,0.23171550429586876,0.23410141009031055,0.505467360516435,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Shannon,mutation_score,False
0.523677020937365,0.20516879987741732,0.20616480490067526,0.5019752794688649,0.019047619047619046,0.7962413452027696,0.15789473684210525,0.010135135135135136,cedar_related,BL62FREQ,Shannon,mutation_score,False
0.47153107677422984,0.01817255572903979,0.018460421386312875,0.5027644155600562,0.020486555697823303,0.971950280497195,0.02909090909090909,0.015810276679841896,prime_related,BL62FREQ,Shannon,mutation_score,False
0.5266270337922403,0.22256166398496205,0.2253406430547874,0.5000329359067255,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Mask,ratio_rank,False
0.5113122391133452,0.20088775567517175,0.2017951647131046,0.5016125220932354,0.0033167495854063023,0.8018463567424992,0.09090909090909091,0.0016891891891891893,cedar_related,onehot,Mask,ratio_rank,False
0.4877195254436211,0.01763810269956787,0.01785134004302394,0.49780789803328573,0.0038535645472061652,0.9810435228981044,0.07692307692307693,0.001976284584980237,prime_related,onehot,Mask,ratio_rank,False
0.5399327284105131,0.24408939068986826,0.248249354031861,0.5109841248929583,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,KL,ratio_rank,False
0.5083912773896386,0.20037841045655513,0.20134663244724413,0.500310456211834,0.02580645161290323,0.8008572370590175,0.2857142857142857,0.013513513513513514,cedar_related,onehot,KL,ratio_rank,False
0.4866563320329395,0.01769896183446653,0.01789267495109647,0.4994891503327426,0.003656307129798903,0.9800168664980017,0.024390243902439025,0.001976284584980237,prime_related,onehot,KL,ratio_rank,False
0.5253128911138923,0.2656838229181919,0.26740191882948194,0.5106547658257031,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,None,ratio_rank,False
0.5107219571066355,0.2033852126930541,0.20435944380381893,0.5044468372510159,0.016155088852988695,0.7992087042532147,0.18518518518518517,0.008445945945945946,cedar_related,onehot,None,ratio_rank,False
0.4774914571671123,0.017687042881437978,0.017811151753901307,0.5034322144914365,0.0,0.980090199098009,0.0,0.0,prime_related,onehot,None,ratio_rank,False
0.5350594493116395,0.2465635806037228,0.24878846197932536,0.5037382254133457,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Shannon,ratio_rank,False
0.5090016276005624,0.20088463213956195,0.20185928333675257,0.5009693197585346,0.022653721682847898,0.8008572370590175,0.2692307692307692,0.011824324324324325,cedar_related,onehot,Shannon,ratio_rank,False
0.48554499958727426,0.017657665792107688,0.017862350042619504,0.4993241532851639,0.0036429872495446266,0.9799435338979944,0.023255813953488372,0.001976284584980237,prime_related,onehot,Shannon,ratio_rank,False
0.5637593867334167,0.2696407849609896,0.2709173892508847,0.5053026809828075,0.09137055837563451,0.793778801843318,1.0,0.047872340425531915,ibel_neoepi,BL62LO,Mask,ratio_rank,False
0.5185139563980202,0.20093635294406675,0.20177944570086834,0.500283140144392,0.0334855403348554,0.7906363336630399,0.16923076923076924,0.018581081081081082,cedar_related,BL62LO,Mask,ratio_rank,False
0.4757609622254764,0.01843212957451847,0.018660692863045718,0.5075112477197202,0.03381234150464919,0.958090419095809,0.029542097488921712,0.039525691699604744,prime_related,BL62LO,Mask,ratio_rank,False
0.5700015644555695,0.27252136852908326,0.27381346806315826,0.5055497002832487,0.09137055837563451,0.793778801843318,1.0,0.047872340425531915,ibel_neoepi,BL62LO,KL,ratio_rank,False
0.5184821240740946,0.20099307185729165,0.20184001235713953,0.5003082709264386,0.03358778625954199,0.7912957467853611,0.1746031746031746,0.018581081081081082,cedar_related,BL62LO,KL,ratio_rank,False
0.47549988917685354,0.018461949048572457,0.01869225304680202,0.5074740981253996,0.03580562659846548,0.9585304146958531,0.031484257871064465,0.041501976284584984,prime_related,BL62LO,KL,ratio_rank,False
0.5832837922403004,0.26977662373550004,0.2740909846743165,0.5198356498254397,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,None,ratio_rank,False
0.5180253994264645,0.20366757572401598,0.20483748719220093,0.5029302491866368,0.05952380952380953,0.7916254533465216,0.25,0.033783783783783786,cedar_related,BL62LO,None,ratio_rank,False
0.467646950680082,0.01784145875406774,0.018073324333185436,0.5031234376332028,0.028451882845188285,0.957430425695743,0.02467343976777939,0.03359683794466403,prime_related,BL62LO,None,ratio_rank,False
0.5637593867334167,0.2696407849609896,0.2709173892508847,0.5053026809828075,0.09137055837563451,0.793778801843318,1.0,0.047872340425531915,ibel_neoepi,BL62LO,Shannon,ratio_rank,False
0.5185139563980202,0.20093635294406675,0.20177944570086834,0.500283140144392,0.0334855403348554,0.7906363336630399,0.16923076923076924,0.018581081081081082,cedar_related,BL62LO,Shannon,ratio_rank,False
0.4757608883926007,0.01843212819808984,0.018660691485271455,0.5075112477197202,0.03381234150464919,0.958090419095809,0.029542097488921712,0.039525691699604744,prime_related,BL62LO,Shannon,ratio_rank,False
0.5029098873591991,0.25253028099625074,0.25378714785624557,0.5123015611619788,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Mask,ratio_rank,False
0.522845228473045,0.20293907416616838,0.20378529888657118,0.49976304222029655,0.02843601895734597,0.7972304648862513,0.21951219512195122,0.015202702702702704,cedar_related,BL62FREQ,Mask,ratio_rank,False
0.4733762341718927,0.01864125158075845,0.018975618859137164,0.5031593437264582,0.02304737516005122,0.9720236130972023,0.03272727272727273,0.017786561264822136,prime_related,BL62FREQ,Mask,ratio_rank,False
0.48994837296620775,0.24831938721933403,0.2495577483002707,0.512630920229234,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,KL,ratio_rank,False
0.5247551679085886,0.20322731487133372,0.20405790419956824,0.4996362956673658,0.02527646129541864,0.7965710517639301,0.1951219512195122,0.013513513513513514,cedar_related,BL62FREQ,KL,ratio_rank,False
0.47392983307420455,0.01854934531780115,0.01887307908166862,0.5028359168713009,0.023136246786632394,0.9721336119972134,0.03308823529411765,0.017786561264822136,prime_related,BL62FREQ,KL,ratio_rank,False
0.5391739674593241,0.2811187523840092,0.28261609674694566,0.5281107963902246,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,None,ratio_rank,False
0.5223282992127728,0.20553112631606707,0.2065365900165122,0.5060530220166046,0.025,0.7942631058358062,0.16666666666666666,0.013513513513513514,cedar_related,BL62FREQ,None,ratio_rank,False
0.4619696455327935,0.017251032664727477,0.01747741568068994,0.5015948639488982,0.014234875444839859,0.969530304696953,0.017804154302670624,0.011857707509881422,prime_related,BL62FREQ,None,ratio_rank,False
0.5032540675844805,0.2526651638404154,0.25392290146320884,0.5123427310453856,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Shannon,ratio_rank,False
0.5228825968533056,0.20295601850279354,0.2038011607312977,0.4997521157933198,0.02843601895734597,0.7972304648862513,0.21951219512195122,0.015202702702702704,cedar_related,BL62FREQ,Shannon,ratio_rank,False
0.47323993868327335,0.018644905520940808,0.01898060817223636,0.5031527376270498,0.02298850574712644,0.971950280497195,0.032490974729241874,0.017786561264822136,prime_related,BL62FREQ,Shannon,ratio_rank,False
0.5467772215269087,0.22528837615190106,0.2275487269764645,0.49480436071405043,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Mask,blsm_mut_score-mutation_score,False
0.5103067528815173,0.206329059127879,0.20736163055989443,0.5040145149569674,0.003372681281618887,0.8051434223541049,1.0,0.0016891891891891893,cedar_related,onehot,Mask,blsm_mut_score-mutation_score,False
0.4882857497676848,0.017432844752724726,0.01751384687363951,0.49571644581997076,0.0,0.9814468521981446,0.0,0.0,prime_related,onehot,Mask,blsm_mut_score-mutation_score,False
0.5514784105131414,0.23977659623686357,0.2422192222256126,0.5004446347407944,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,KL,blsm_mut_score-mutation_score,False
0.5104119379518806,0.20522371268819362,0.206545463521286,0.503893231617525,0.026143790849673203,0.8034948895483021,0.4,0.013513513513513514,cedar_related,onehot,KL,blsm_mut_score-mutation_score,False
0.48442037722397546,0.017381550323543903,0.017469314927772137,0.49688180061503406,0.0,0.9798335349979833,0.0,0.0,prime_related,onehot,KL,blsm_mut_score-mutation_score,False
0.5166614518147684,0.22976130158847685,0.23295152500454866,0.506249588301166,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,None,blsm_mut_score-mutation_score,False
0.5117911079863149,0.20570723106283956,0.20688112008785176,0.5049035618986459,0.016339869281045753,0.8015166501813387,0.25,0.008445945945945946,cedar_related,onehot,None,blsm_mut_score-mutation_score,False
0.47969300585598074,0.017651493559641077,0.017754720050963346,0.5020721352014564,0.0,0.9798335349979833,0.0,0.0,prime_related,onehot,None,blsm_mut_score-mutation_score,False
0.5400422403003755,0.227512627806795,0.22985269262235888,0.4967393452341743,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Shannon,blsm_mut_score-mutation_score,False
0.5100430981985673,0.20576970261503053,0.20678549957938847,0.5036903642899891,0.026143790849673203,0.8034948895483021,0.4,0.013513513513513514,cedar_related,onehot,Shannon,blsm_mut_score-mutation_score,False
0.48551081496580584,0.01739879085348546,0.017487046407227935,0.4965504852999949,0.0,0.9797968686979797,0.0,0.0,prime_related,onehot,Shannon,blsm_mut_score-mutation_score,False
0.5541692740926157,0.26404403041674684,0.26527065922963794,0.5040264145971939,0.10101010101010102,0.7949308755760369,1.0,0.05319148936170213,ibel_neoepi,BL62LO,Mask,blsm_mut_score-mutation_score,False
0.5205228528405504,0.2035039967119908,0.2043908618962677,0.5018077409218874,0.02773497688751926,0.7919551599076822,0.15789473684210525,0.015202702702702704,cedar_related,BL62LO,Mask,blsm_mut_score-mutation_score,False
0.47999793563279425,0.018671838781446546,0.018866061529802285,0.5087104879188081,0.03417266187050359,0.960620393796062,0.03135313531353135,0.037549407114624504,prime_related,BL62LO,Mask,blsm_mut_score-mutation_score,False
0.5588235294117647,0.2662517743492968,0.2674958264005968,0.5038617350635664,0.10101010101010102,0.7949308755760369,1.0,0.05319148936170213,ibel_neoepi,BL62LO,KL,blsm_mut_score-mutation_score,False
0.5201118006576835,0.20340279879463402,0.2042993559096318,0.5020080587497953,0.027777777777777776,0.7922848664688428,0.16071428571428573,0.015202702702702704,cedar_related,BL62LO,KL,blsm_mut_score-mutation_score,False
0.48001971633113816,0.01865700107212397,0.018864388397552667,0.5078312549469484,0.03252032520325203,0.9607303926960731,0.029950083194675542,0.03557312252964427,prime_related,BL62LO,KL,blsm_mut_score-mutation_score,False
0.5809918648310388,0.2628192422241124,0.2665379481676521,0.5168714182201436,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,None,blsm_mut_score-mutation_score,False
0.5183997752361128,0.20473553895073945,0.20596072033161122,0.5038127402721292,0.047976011994003004,0.7906363336630399,0.21333333333333335,0.02702702702702703,cedar_related,BL62LO,None,blsm_mut_score-mutation_score,False
0.46030958715461534,0.017590094972061467,0.017836070721899848,0.5028185078563893,0.029616724738675958,0.9591537417959154,0.0264797507788162,0.03359683794466403,prime_related,BL62LO,None,blsm_mut_score-mutation_score,False
